claim_id,short_name,exact_allowed_wording,claim_class,evidence_type,source_artifact,source_fields_or_rows,numerical_value_if_any,unit,denominator_or_n_if_applicable,uncertainty_status,qualification_required,manuscript_section,prominence,manuscript_eligible,abstract_eligible,conclusion_eligible,figure_or_table_candidate,prohibited_extensions,supersedes_prior_claim,notes,admission_status,quantitative,subgroup_percentage
SCR-007,Fixed threshold,"The fixed 0.5 threshold yield recall 15.0% (3/20), specificity 100.0% (180/180), 0 false positives and 17 false negatives among 200 scenarios; balanced accuracy is 0.575.",CONDITIONAL_SYNTHETIC_RESULT,frozen artifact audit,"[""results/v3/template_evaluation/summary.json""]","[{""artifact"": ""results/v3/template_evaluation/summary.json"", ""keys"": [""fixed_0_5""]}]","[{""tp"": 3, ""fp"": 0, ""tn"": 180, ""fn"": 17, ""sensitivity"": 0.15, ""specificity"": 1.0, ""fnr"": 0.85, ""fpr"": 0.0, ""balanced_accuracy"": 0.575, ""precision"": 1.0, ""f1"": 0.2608695652173913}]",counts and fractions,"{""scenarios"": 200, ""positive"": 20, ""negative"": 180, ""predicted_positive"": 3}",Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,Conditional on the frozen synthetic system; no borrower-population inference.,"[""S6"", ""S11""]",primary,true,true,true,"[""T3""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,not applicable,true,false
SCR-008,Training-only selection,"Thresholds maximize training balanced accuracy using only the other templates; the frozen lowest-threshold tie rule applies, and the score itself is not trained.",VERIFIED_MECHANICAL,frozen artifact audit,"[""results/v3/template_evaluation/summary.json""]","[{""artifact"": ""results/v3/template_evaluation/summary.json"", ""keys"": [""protocol""]}, {""artifact"": ""results/v3/template_evaluation/summary.json"", ""keys"": [""sanity_checks""]}]",null,not applicable,null,Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,Exclusion during threshold fitting cannot undo earlier benchmark design choices.,"[""S5""]",supporting,true,true,false,[],"No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,not applicable,false,false
SCR-009,Template 001 transfer,Template 001 misses 4/5 failures among 38 scenarios under the transferred threshold.,CONDITIONAL_SYNTHETIC_RESULT,frozen artifact audit,"[""results/v3/template_evaluation/fold_results.csv""]","[{""artifact"": ""results/v3/template_evaluation/fold_results.csv"", ""where"": {""held_out_template"": ""SYN_HOTEL_001""}}]","[[{""held_out_template"": ""SYN_HOTEL_001"", ""n_train"": ""162"", ""n_train_failures"": ""15"", ""n_test"": ""38"", ""n_test_failures"": ""5"", ""selected_threshold"": ""0.04780082990379734"", ""train_balanced_accuracy"": ""0.9496598639455782"", ""test_tp"": ""1"", ""test_fp"": ""0"", ""test_tn"": ""33"", ""test_fn"": ""4"", ""test_sensitivity"": ""0.2"", ""test_specificity"": ""1.0"", ""test_fnr"": ""0.8"", ""test_fpr"": ""0.0"", ""test_balanced_accuracy"": ""0.6"", ""test_precision"": ""1.0"", ""test_f1"": ""0.3333333333333333"", ""test_roc_auc"": ""0.9696969696969697"", ""test_pr_auc"": ""0.8711111111111112"", ""fixed_0_5_tp"": ""0"", ""fixed_0_5_fp"": ""0"", ""fixed_0_5_tn"": ""33"", ""fixed_0_5_fn"": ""5"", ""fixed_0_5_sensitivity"": ""0.0"", ""fixed_0_5_specificity"": ""1.0"", ""fixed_0_5_fnr"": ""1.0"", ""fixed_0_5_fpr"": ""0.0"", ""fixed_0_5_balanced_accuracy"": ""0.5"", ""fixed_0_5_precision"": """", ""fixed_0_5_f1"": ""0.0""}]]","counts, score thresholds and unitless metrics","{""scenarios"": 38, ""positive"": 5, ""negative"": 33, ""aggregate_false_positives"": 38}",Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,Conditional on the frozen synthetic system; no borrower-population inference.,"[""S7""]",primary,true,false,false,"[""T4"", ""F3"", ""A-F1""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,not applicable,true,true
SCR-010,Template 002 transfer,Template 002 detects 3/3 failures and falsely flags 1/29 non-failures among 32 scenarios under the transferred threshold.,CONDITIONAL_SYNTHETIC_RESULT,frozen artifact audit,"[""results/v3/template_evaluation/fold_results.csv""]","[{""artifact"": ""results/v3/template_evaluation/fold_results.csv"", ""where"": {""held_out_template"": ""SYN_HOTEL_002""}}]","[[{""held_out_template"": ""SYN_HOTEL_002"", ""n_train"": ""168"", ""n_train_failures"": ""17"", ""n_test"": ""32"", ""n_test_failures"": ""3"", ""selected_threshold"": ""0.04735235093945553"", ""train_balanced_accuracy"": ""0.8691079080638877"", ""test_tp"": ""3"", ""test_fp"": ""1"", ""test_tn"": ""28"", ""test_fn"": ""0"", ""test_sensitivity"": ""1.0"", ""test_specificity"": ""0.9655172413793104"", ""test_fnr"": ""0.0"", ""test_fpr"": ""0.034482758620689655"", ""test_balanced_accuracy"": ""0.9827586206896552"", ""test_precision"": ""0.75"", ""test_f1"": ""0.8571428571428571"", ""test_roc_auc"": ""0.9885057471264368"", ""test_pr_auc"": ""0.9166666666666666"", ""fixed_0_5_tp"": ""0"", ""fixed_0_5_fp"": ""0"", ""fixed_0_5_tn"": ""29"", ""fixed_0_5_fn"": ""3"", ""fixed_0_5_sensitivity"": ""0.0"", ""fixed_0_5_specificity"": ""1.0"", ""fixed_0_5_fnr"": ""1.0"", ""fixed_0_5_fpr"": ""0.0"", ""fixed_0_5_balanced_accuracy"": ""0.5"", ""fixed_0_5_precision"": """", ""fixed_0_5_f1"": ""0.0""}]]","counts, score thresholds and unitless metrics","{""scenarios"": 32, ""positive"": 3, ""negative"": 29, ""aggregate_false_positives"": 38}",Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,Conditional on the frozen synthetic system; no borrower-population inference.,"[""S7""]",supporting,true,false,false,"[""T4"", ""F3"", ""A-F1""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,not applicable,true,true
SCR-011,Template 003 transfer,Template 003 misses its only failure among 47 scenarios despite within-template AUC 1.000; this ranking estimate contains only one positive.,CONDITIONAL_SYNTHETIC_RESULT,frozen artifact audit,"[""results/v3/template_evaluation/fold_results.csv""]","[{""artifact"": ""results/v3/template_evaluation/fold_results.csv"", ""where"": {""held_out_template"": ""SYN_HOTEL_003""}}]","[[{""held_out_template"": ""SYN_HOTEL_003"", ""n_train"": ""153"", ""n_train_failures"": ""19"", ""n_test"": ""47"", ""n_test_failures"": ""1"", ""selected_threshold"": ""0.04735235093945553"", ""train_balanced_accuracy"": ""0.9023959151610369"", ""test_tp"": ""0"", ""test_fp"": ""0"", ""test_tn"": ""46"", ""test_fn"": ""1"", ""test_sensitivity"": ""0.0"", ""test_specificity"": ""1.0"", ""test_fnr"": ""1.0"", ""test_fpr"": ""0.0"", ""test_balanced_accuracy"": ""0.5"", ""test_precision"": """", ""test_f1"": ""0.0"", ""test_roc_auc"": ""1.0"", ""test_pr_auc"": ""1.0"", ""fixed_0_5_tp"": ""0"", ""fixed_0_5_fp"": ""0"", ""fixed_0_5_tn"": ""46"", ""fixed_0_5_fn"": ""1"", ""fixed_0_5_sensitivity"": ""0.0"", ""fixed_0_5_specificity"": ""1.0"", ""fixed_0_5_fnr"": ""1.0"", ""fixed_0_5_fpr"": ""0.0"", ""fixed_0_5_balanced_accuracy"": ""0.5"", ""fixed_0_5_precision"": """", ""fixed_0_5_f1"": ""0.0""}]]","counts, score thresholds and unitless metrics","{""scenarios"": 47, ""positive"": 1, ""negative"": 46, ""aggregate_false_positives"": 38}",Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,Conditional on the frozen synthetic system; no borrower-population inference.,"[""S7""]",primary,true,false,false,"[""T4"", ""F3"", ""A-F1""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,not applicable,true,true
SCR-012,Template 004 transfer,"Template 004 contributes 37/38 aggregate false positives. At threshold 0.009678, its specificity is 2.6% (1/38), FPR 97.4% (37/38), and balanced accuracy 0.513 versus 0.636 at fixed 0.5 (49 scenarios; 11 failures).",CONDITIONAL_SYNTHETIC_RESULT,frozen artifact audit,"[""results/v3/template_evaluation/fold_results.csv""]","[{""artifact"": ""results/v3/template_evaluation/fold_results.csv"", ""where"": {""held_out_template"": ""SYN_HOTEL_004""}}]","[[{""held_out_template"": ""SYN_HOTEL_004"", ""n_train"": ""151"", ""n_train_failures"": ""9"", ""n_test"": ""49"", ""n_test_failures"": ""11"", ""selected_threshold"": ""0.00967805410948959"", ""train_balanced_accuracy"": ""0.954225352112676"", ""test_tp"": ""11"", ""test_fp"": ""37"", ""test_tn"": ""1"", ""test_fn"": ""0"", ""test_sensitivity"": ""1.0"", ""test_specificity"": ""0.02631578947368421"", ""test_fnr"": ""0.0"", ""test_fpr"": ""0.9736842105263158"", ""test_balanced_accuracy"": ""0.5131578947368421"", ""test_precision"": ""0.22916666666666666"", ""test_f1"": ""0.3728813559322034"", ""test_roc_auc"": ""0.9784688995215312"", ""test_pr_auc"": ""0.9339761248852159"", ""fixed_0_5_tp"": ""3"", ""fixed_0_5_fp"": ""0"", ""fixed_0_5_tn"": ""38"", ""fixed_0_5_fn"": ""8"", ""fixed_0_5_sensitivity"": ""0.2727272727272727"", ""fixed_0_5_specificity"": ""1.0"", ""fixed_0_5_fnr"": ""0.7272727272727273"", ""fixed_0_5_fpr"": ""0.0"", ""fixed_0_5_balanced_accuracy"": ""0.6363636363636364"", ""fixed_0_5_precision"": ""1.0"", ""fixed_0_5_f1"": ""0.42857142857142855""}]]","counts, score thresholds and unitless metrics","{""scenarios"": 49, ""positive"": 11, ""negative"": 38, ""aggregate_false_positives"": 38}",Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,Conditional on the frozen synthetic system; no borrower-population inference.,"[""S7"", ""S11""]",primary,true,true,true,"[""T4"", ""F3"", ""A-F1""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,not applicable,true,true
SCR-013,Template 005 transfer,"Template 005 has no failures among 34 scenarios; within-template AUC, average precision and balanced accuracy are undefined and cannot support ranking claims.",CONDITIONAL_SYNTHETIC_RESULT,frozen artifact audit,"[""results/v3/template_evaluation/fold_results.csv""]","[{""artifact"": ""results/v3/template_evaluation/fold_results.csv"", ""where"": {""held_out_template"": ""SYN_HOTEL_005""}}]","[[{""held_out_template"": ""SYN_HOTEL_005"", ""n_train"": ""166"", ""n_train_failures"": ""20"", ""n_test"": ""34"", ""n_test_failures"": ""0"", ""selected_threshold"": ""0.04735235093945553"", ""train_balanced_accuracy"": ""0.8828767123287671"", ""test_tp"": ""0"", ""test_fp"": ""0"", ""test_tn"": ""34"", ""test_fn"": ""0"", ""test_sensitivity"": """", ""test_specificity"": ""1.0"", ""test_fnr"": """", ""test_fpr"": ""0.0"", ""test_balanced_accuracy"": """", ""test_precision"": """", ""test_f1"": """", ""test_roc_auc"": """", ""test_pr_auc"": """", ""fixed_0_5_tp"": ""0"", ""fixed_0_5_fp"": ""0"", ""fixed_0_5_tn"": ""34"", ""fixed_0_5_fn"": ""0"", ""fixed_0_5_sensitivity"": """", ""fixed_0_5_specificity"": ""1.0"", ""fixed_0_5_fnr"": """", ""fixed_0_5_fpr"": ""0.0"", ""fixed_0_5_balanced_accuracy"": """", ""fixed_0_5_precision"": """", ""fixed_0_5_f1"": """"}]]","counts, score thresholds and unitless metrics","{""scenarios"": 34, ""positive"": 0, ""negative"": 34, ""aggregate_false_positives"": 38}",Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,Conditional on the frozen synthetic system; no borrower-population inference.,"[""S7""]",primary,true,false,false,"[""T4"", ""F3"", ""A-F1""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,not applicable,true,true
SCR-014,Fold dispersion,Fold dispersion is descriptive; overlapping training sets and sparse positives preclude precise population inference. The aggregate is not an equal-weight average of template metrics.,LIMITATION,frozen artifact audit,"[""results/v3/template_evaluation/fold_results.csv"", ""results/v3/template_evaluation/summary.json""]","[{""artifact"": ""results/v3/template_evaluation/summary.json"", ""keys"": [""fold_metric_dispersion""]}, {""artifact"": ""results/v3/template_evaluation/fold_results.csv"", ""fields"": [""held_out_template"", ""n_test"", ""n_test_failures""]}]",null,not applicable,null,Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,Conditional on the frozen synthetic system; no borrower-population inference.,"[""S7"", ""S10"", ""S11""]",supporting,true,true,true,"[""T4""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,not applicable,false,false
SCR-015,Not calibrated PD,"The analytic screening score is a ranking score, not a calibrated probability of default; broad financial failure includes distinct payment, funding and covenant events.",LIMITATION,frozen artifact audit,"[""results/v3/template_evaluation/summary.json""]","[{""artifact"": ""results/v3/template_evaluation/summary.json"", ""keys"": [""protocol""]}]",null,not applicable,null,Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,Conditional on the frozen synthetic system; no borrower-population inference.,"[""S1"", ""S3"", ""S10"", ""S11""]",supporting,true,true,true,[],"No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,"Source prose: docs/V3_TEMPLATE_EVALUATION.md, Protocol and provenance; do not collapse the union into payment default.",not applicable,false,false
SCR-016,Archetype inputs,"The five named hotel archetypes are stipulated synthetic inputs, not observations of five real borrowers.",LIMITATION,frozen artifact audit,"[""data/synthetic/operators.csv""]","[{""artifact"": ""data/synthetic/operators.csv""}]","[[{""operator_id"": ""SYN_HOTEL_001"", ""operator_name"": ""Hotel Archetype A"", ""revenue_0"": ""1200"", ""ebitda_0"": ""260"", ""revenue_growth_mean"": ""0.03"", ""revenue_growth_std"": ""0.04"", ""ebitda_margin_mean"": ""0.22"", ""financial_debt_0"": ""520"", ""lease_liability_0"": ""390"", ""cash_0"": ""45"", ""lambda_lease"": ""3.0"", ""cash_sweep"": ""0.55"", ""lease_principal_rate"": ""0.11"", ""lease_additions_rate"": ""0.01"", ""seed"": ""42""}, {""operator_id"": ""SYN_HOTEL_002"", ""operator_name"": ""Hotel Archetype B"", ""revenue_0"": ""980"", ""ebitda_0"": ""205"", ""revenue_growth_mean"": ""0.025"", ""revenue_growth_std"": ""0.05"", ""ebitda_margin_mean"": ""0.21"", ""financial_debt_0"": ""470"", ""lease_liability_0"": ""360"", ""cash_0"": ""35"", ""lambda_lease"": ""3.2"", ""cash_sweep"": ""0.50"", ""lease_principal_rate"": ""0.12"", ""lease_additions_rate"": ""0.012"", ""seed"": ""42""}, {""operator_id"": ""SYN_HOTEL_003"", ""operator_name"": ""Hotel Archetype C"", ""revenue_0"": ""1450"", ""ebitda_0"": ""330"", ""revenue_growth_mean"": ""0.035"", ""revenue_growth_std"": ""0.03"", ""ebitda_margin_mean"": ""0.23"", ""financial_debt_0"": ""610"", ""lease_liability_0"": ""470"", ""cash_0"": ""55"", ""lambda_lease"": ""2.9"", ""cash_sweep"": ""0.58"", ""lease_principal_rate"": ""0.10"", ""lease_additions_rate"": ""0.009"", ""seed"": ""42""}, {""operator_id"": ""SYN_HOTEL_004"", ""operator_name"": ""Hotel Archetype D"", ""revenue_0"": ""760"", ""ebitda_0"": ""150"", ""revenue_growth_mean"": ""0.02"", ""revenue_growth_std"": ""0.05"", ""ebitda_margin_mean"": ""0.20"", ""financial_debt_0"": ""390"", ""lease_liability_0"": ""300"", ""cash_0"": ""30"", ""lambda_lease"": ""3.4"", ""cash_sweep"": ""0.48"", ""lease_principal_rate"": ""0.13"", ""lease_additions_rate"": ""0.013"", ""seed"": ""42""}, {""operator_id"": ""SYN_HOTEL_005"", ""operator_name"": ""Hotel Archetype E"", ""revenue_0"": ""1680"", ""ebitda_0"": ""390"", ""revenue_growth_mean"": ""0.04"", ""revenue_growth_std"": ""0.035"", ""ebitda_margin_mean"": ""0.24"", ""financial_debt_0"": ""650"", ""lease_liability_0"": ""500"", ""cash_0"": ""60"", ""lambda_lease"": ""2.8"", ""cash_sweep"": ""0.60"", ""lease_principal_rate"": ""0.10"", ""lease_additions_rate"": ""0.008"", ""seed"": ""42""}]]","input-specific: currency units, fractions, multiple, seed","{""templates"": 5}",Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,"Input percentages are stipulated parameters, not sample estimates.","[""S3"", ""S5""]",supporting,true,false,false,"[""T1""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,not applicable,true,false
SCR-017,No utility conclusion,Improved balanced accuracy and recall do not establish economic superiority without an explicit error-cost or utility model.,LIMITATION,frozen artifact audit,"[""results/v3/template_evaluation/summary.json""]","[{""artifact"": ""results/v3/template_evaluation/summary.json"", ""keys"": [""protocol""]}, {""artifact"": ""results/v3/template_evaluation/summary.json"", ""keys"": [""selected_threshold""]}, {""artifact"": ""results/v3/template_evaluation/summary.json"", ""keys"": [""fixed_0_5""]}]",null,not applicable,null,Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,Conditional on the frozen synthetic system; no borrower-population inference.,"[""S6"", ""S10"", ""S11""]",supporting,true,false,true,[],"No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,not applicable,false,false
BAY-001,Exclusion decision,Bayesian calibration is classification C and excluded from v3 main results; no posterior-driven LBO integration was performed.,EXCLUDED_METHOD,frozen artifact audit,"[""results/v3/bayesian_validation/admission_decision.json""]","[{""artifact"": ""results/v3/bayesian_validation/admission_decision.json""}]",null,not applicable,null,Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,Excluded methodological experiment only; this does not imply Bayesian modeling is intrinsically invalid.,"[""S9"", ""S10""]",supporting,true,true,false,"[""A1""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,C / excluded methodological experiment,false,false
BAY-002,Input provenance,All ten named-firm calibration rows are unverified/stipulated and cannot support empirically validated calibration.,EXCLUDED_METHOD,frozen artifact audit,"[""results/v3/bayesian_validation/data_provenance.json""]","[{""artifact"": ""results/v3/bayesian_validation/data_provenance.json""}]","[{""classification"": ""UNVERIFIED / STIPULATED CALIBRATION INPUTS"", ""n_rows"": 10, ""repository_search"": ""no variable-level citations or reconstruction metadata found"", ""variables"": {""revenue_growth"": {""classification"": ""unverified/stipulated"", ""source_documented"": false}, ""terminal_margin"": {""classification"": ""unverified/stipulated"", ""source_documented"": false}, ""lease_multiple"": {""classification"": ""unverified/stipulated"", ""source_documented"": false}, ""senior_rate"": {""classification"": ""unverified/stipulated"", ""source_documented"": false}, ""mezz_rate"": {""classification"": ""unverified/stipulated"", ""source_documented"": false}}, ""metadata"": {""name"": ""unused categorical metadata; provenance unverified"", ""region"": ""unused categorical metadata; provenance unverified"", ""rating"": ""unused categorical metadata; provenance unverified"", ""brand_tier"": ""unused categorical metadata; provenance unverified""}, ""sha256"": ""35b31b4879d8a3747311d31f7ca258b65b6e25ffbe3eee8de1aa8297ac563f7a""}]",count,"{""stipulated_rows"": 10}",Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,Excluded methodological experiment; firm names do not establish provenance.,"[""S9""]",supporting,true,false,false,"[""A1""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,C / excluded methodological experiment,true,false
BAY-003,Failed diagnostic gates,Synthetic recovery did not override failed frozen convergence/effective-sampling and prior-sensitivity gates.,EXCLUDED_METHOD,frozen artifact audit,"[""results/v3/bayesian_validation/prior_sensitivity.json"", ""results/v3/bayesian_validation/recovery_summary.json""]","[{""artifact"": ""results/v3/bayesian_validation/recovery_summary.json""}, {""artifact"": ""results/v3/bayesian_validation/prior_sensitivity.json"", ""keys"": [""parameter_comparison""]}, {""artifact"": ""results/v3/bayesian_validation/prior_sensitivity.json"", ""keys"": [""material_prior_sensitivity""]}]","[{""n_runs"": 18, ""n_parameter_evaluations"": 180, ""overall_90_interval_coverage"": 0.9388888888888889, ""coverage_by_design"": {""central"": 0.9666666666666667, ""high_variance"": 0.9, ""larger_sample"": 0.9, ""low_variance"": 0.9666666666666667, ""near_boundary"": 0.9333333333333333, ""small_sample"": 0.9666666666666667}, ""error_by_parameter_type"": {""mean"": {""relative_rmse"": 0.08035836885815568}, ""scale"": {""relative_rmse"": 0.1198846557061126}}, ""mean_signed_relative_error_by_parameter"": {""mu_L"": 0.021272621826019366, ""mu_g"": 0.006093736967222701, ""mu_m"": -0.0019330069184642178, ""mu_r_mezz"": -0.019972222619018654, ""mu_r_sen"": -0.010363047647853759, ""sigma_L"": 0.032515473215846497, ""sigma_g"": -0.05665770626193045, ""sigma_m"": -0.012037043071365985, ""sigma_r_mezz"": 0.008334101290693093, ""sigma_r_sen"": 0.08312645916051771}, ""diagnostic_extrema"": {""max_r_hat"": 1.0146085972518615, ""min_bulk_ess"": 391.48627301744915, ""min_tail_ess"": 176.2803688085891, ""total_divergences"": 0, ""total_tree_depth_warnings"": 0}, ""acceptance_criteria"": {""zero_divergences"": true, ""r_hat_at_most_1_01"": false, ""bulk_ess_at_least_200"": true, ""tail_ess_at_least_200"": false, ""overall_90_coverage_at_least_0_80"": true, ""each_design_coverage_at_least_0_70"": true, ""mean_relative_rmse_at_most_0_35"": true, ""scale_relative_rmse_at_most_0_60"": true, ""max_absolute_relative_bias_at_most_0_75"": true}, ""technical_recovery_gate_passed"": false}, [{""parameter"": ""mu_g"", ""baseline_mean"": 0.029471664378149475, ""wider_mean"": 0.029289798688357595, ""baseline_sd"": 0.002020251402691086, ""absolute_shift_in_baseline_sd"": 0.09002131593603874}, {""parameter"": ""sigma_g"", ""baseline_mean"": 0.006468534526545451, ""wider_mean"": 0.006450896765918655, ""baseline_sd"": 0.0018460460436974932, ""absolute_shift_in_baseline_sd"": 0.009554344913016813}, {""parameter"": ""mu_m"", ""baseline_mean"": 0.27153859278631165, ""wider_mean"": 0.2726674324988168, ""baseline_sd"": 0.01607117070515076, ""absolute_shift_in_baseline_sd"": 0.07024004244714849}, {""parameter"": ""sigma_m"", ""baseline_mean"": 0.0474934155685505, ""wider_mean"": 0.05853125947216783, ""baseline_sd"": 0.010213924753220728, ""absolute_shift_in_baseline_sd"": 1.0806662639781826}, {""parameter"": ""mu_L"", ""baseline_mean"": 1.18928589553895, ""wider_mean"": 1.1898158552531266, ""baseline_sd"": 0.04610984932671013, ""absolute_shift_in_baseline_sd"": 0.011493416740999516}, {""parameter"": ""sigma_L"", ""baseline_mean"": 0.13207123202298354, ""wider_mean"": 0.1327893743438152, ""baseline_sd"": 0.03655437525043496, ""absolute_shift_in_baseline_sd"": 0.01964586498638351}, {""parameter"": ""mu_r_sen"", ""baseline_mean"": 0.05296513696417449, ""wider_mean"": 0.05276943541496319, ""baseline_sd"": 0.0018212000789647501, ""absolute_shift_in_baseline_sd"": 0.1074574680023879}, {""parameter"": ""sigma_r_sen"", ""baseline_mean"": 0.0057720037981219925, ""wider_mean"": 0.005988003613736937, ""baseline_sd"": 0.0014447607630884364, ""absolute_shift_in_baseline_sd"": 0.14950559368265628}, {""parameter"": ""mu_r_mezz"", ""baseline_mean"": 0.08949926995893603, ""wider_mean"": 0.09137155109774829, ""baseline_sd"": 0.002887070015716727, ""absolute_shift_in_baseline_sd"": 0.648505622870201}, {""parameter"": ""sigma_r_mezz"", ""baseline_mean"": 0.00857694518751147, ""wider_mean"": 0.009158690962324145, ""baseline_sd"": 0.0022074890103769076, ""absolute_shift_in_baseline_sd"": 0.2635328067673353}], true]","coverage fractions, relative RMSE, R-hat, ESS and posterior-SD shifts","{""recovery_runs"": 18, ""parameter_evaluations"": 180, ""prior_fits"": 2}",Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,Appendix exclusion diagnostics only; no substantive empirical or predictive result.,"[""S9""]",supporting,true,false,false,"[""A1""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,C / excluded methodological experiment,true,false
OPT-001,Methodological admission,The financing-design experiment is classification B: retain only as a toy or methodological demonstration.,EXCLUDED_METHOD,frozen artifact audit,"[""results/v3/optimization_validation/admission_decision.json"", ""results/v3/result_validation/optimization.json""]","[{""artifact"": ""results/v3/optimization_validation/admission_decision.json""}, {""artifact"": ""results/v3/result_validation/optimization.json"", ""keys"": [""notes""]}]",null,not applicable,null,Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,Appendix demonstration only; not a substantive financing result.,"[""S8"", ""S10""]",supporting,true,true,false,"[""T5""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,The existing result registry manuscript_eligibility=false bars substantive result promotion. Here manuscript_eligible=true permits explicitly labelled methodological appendix discussion only; admission is unchanged.,B / methodological demonstration only,false,false
OPT-002,Separate valuation experiment,The reviewed v2 benchmark uses revenue-based entry EV and EBITDA-based exit EV and is unsuitable for return optimization; the separate v3 demonstration uses EBITDA for both valuation bases.,LIMITATION,frozen artifact audit,"[""results/v3/optimization_validation/economic_audit.json""]","[{""artifact"": ""results/v3/optimization_validation/economic_audit.json""}]",null,not applicable,null,Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,Coherent EBITDA bases do not eliminate entry/exit lease-treatment limitations or establish market calibration.,"[""S8""]",supporting,true,false,false,[],"No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,B / methodological demonstration only,false,false
OPT-003,Aggregate demonstration,"In the methodological demonstration, optimized/reference median annualized sponsor returns are 1.10%/0.61%; broad failure is 1.4% (7/500)/6.8% (34/500), and payment default 0.6% (3/500)/5.0% (25/500).",CONDITIONAL_SYNTHETIC_RESULT,frozen artifact audit,"[""results/v3/optimization_validation/summary.json""]","[{""artifact"": ""results/v3/optimization_validation/summary.json"", ""keys"": [""primary_aggregate_heldout""]}]","[{""optimized"": {""n_scenarios"": 500, ""median_annualized_return"": 0.011006661155407493, ""mean_annualized_return"": -0.011114892439248281, ""median_moic"": 1.0562586593009013, ""annualized_return_q10"": -0.1520611080995161, ""total_equity_loss_rate"": 0.002, ""broad_failure_rate"": 0.014, ""payment_default_rate"": 0.006, ""insolvency_rate"": 0.012, ""covenant_breach_rate"": 0.014, ""median_initial_sponsor_equity"": 1663.5, ""median_opening_debt"": 390.0, ""median_ending_term_debt"": 0.0, ""mean_max_revolver"": 5.4201658300154545}, ""reference"": {""n_scenarios"": 500, ""median_annualized_return"": 0.006122463947596968, ""mean_annualized_return"": -0.032606578860677374, ""median_moic"": 1.030989694667049, ""annualized_return_q10"": -0.18183380422627476, ""total_equity_loss_rate"": 0.018, ""broad_failure_rate"": 0.068, ""payment_default_rate"": 0.05, ""insolvency_rate"": 0.058, ""covenant_breach_rate"": 0.048, ""median_initial_sponsor_equity"": 1533.5, ""median_opening_debt"": 520.0, ""median_ending_term_debt"": 146.15663216358445, ""mean_max_revolver"": 15.476530598955922}}]","fractions, multiples and currency units","{""scenarios_per_policy"": 500, ""unique_scenarios"": 500}",Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,B/methodological only; paired synthetic paths; not economic optimality or empirical uplift.,"[""S8""]",supporting,true,false,false,"[""T5""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,B / methodological demonstration only,true,true
